Participant information: First name,Participant information: Last name,Participant information: Gender,Participant information: Student cell phone,Participant information: Residence hall,Participant information: Room number,Contact information: Student’s phone number,Parent/guardian information: First name,Parent/guardian information: Last name,Parent/guardian information: Primary phone,Parent/guardian information: Relationship,Parent/guardian information: Parent/guardian primary language,Parent/guardian 2 information: First name,Parent/guardian 2 information: Last name,Parent/guardian 2 information: Relationship,Parent/guardian 2 information: Parent/guardian cell phone,Parent/guardian 2 information: Parent/guardian primary language,Photo upload and roommate request: Pacific id: Your pacific id,Program,Schedule,Tuition,Participant ID,Participant external ID
John780,johnson781,Female,2098719354,Casa Werner 3,CWA-0304A,,,,,,,,,,,,,Casa Werner 3,Session 1,Housing,6767c7c50607353997ee7e90,510007340
John781,johnson782,Female,2095075391,Casa Werner 2,CWA-0210A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,696d229dc922ea9be21be825,510007339
John782,johnson783,Female,2096238354,Casa Werner 3,CWA-0304B,,,,,,,,,,,,,Casa Werner 3,Session 1,Housing,696c7cf9cb65923767998676,510007338
John783,johnson784,Male,2099210885,Grace Covell Hall 3,GCH-0391A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,67ff03b6850bfea48138e509,510007335
John784,johnson785,Female,2098916615,Casa Werner 3,CWA-0303A,,,,,,,,,,,,,Casa Werner 3,Session 1,Housing,660638df6a180dfc3cf5a01b,510007334
John785,johnson786,Female,2096732480,Casa Werner 3,CWA-0303B,,,,,,,,,,,,,Casa Werner 3,Session 1,Housing,696c2cf3f0129e917306f359,510007333
John786,johnson787,Male,2095132741,Farley House 1,FAR-0111B,,,,,,,,,,,,,Farley House 1,Session 1,Housing,6793f31e810c5aa3cde6f134,510007332
John787,johnson788,Female,2098082838,Casa Werner 3,CWA-0302A,,,,,,,,,,,,,Casa Werner 3,Session 1,Housing,675e1cc0c44a169467a9bb3b,510007331
John788,johnson789,Female,2092036282,Casa Werner 2,CWA-0217A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,696c186bf0129e917306f238,510007330
John789,johnson790,Female,2095619645,Casa Werner 2,CWA-0216B,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,67807d744b279d059e367bc0,510007327
John790,johnson791,Male,2094069810,Farley House 3,FAR-0311B,,,,,,,,,,,,,Farley House 3,Session 1,Housing,696c046bcb65923767997ea6,510007326
John791,johnson792,Female,2095420851,Grace Covell Hall 3,GCH-0398B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,67661efeb211d6b161f6a202,510007325
John792,johnson793,Male,2095025226,Farley House 3,FAR-0311A,,,,,,,,,,,,,Farley House 3,Session 1,Housing,696bec11c922ea9be21bd719,510007324
John793,johnson794,Female,2099813103,Casa Jackson 3,CJK-0308C,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,696be9d5ea3a5a4813040c1c,510007323
John794,johnson795,Female,2093616567,Casa Werner 2,CWA-0215A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,675d44551575aa96704694fb,510007322
John795,johnson796,Female,2095408192,Casa Werner 2,CWA-0214A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,696be6c9c922ea9be21bd6c2,510007321
John796,johnson797,Female,2094064168,Casa Werner 2,CWA-0213A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,67fddac86035d096ced2106d,510007318
John797,johnson798,Female,2099154271,Casa Jackson 3,CJK-0300A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,65f9c605442a5109b4a2934a,510007316
John798,johnson799,Female,2094961290,Casa Werner 1,CWA-0118A,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,65f3dc52a102c87c07a6c221,510007315
John799,johnson800,Female,2093284679,Grace Covell Hall 2,GCH-0205A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,696afdaf93186186e4bc1271,510007311
John800,johnson801,Female,2099817249,Casa Werner 2,CWA-0212A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,696afcef5b62a2a5e4947995,510007310
John801,johnson802,Female,2096163142,Casa Werner 2,CWA-0211A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,65cc38060c2db38e35d4c930,510007309
John802,johnson803,Female,2093626080,Casa Jackson 3,CJK-0302B,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,67fdca1e6035d096ced20eee,510007308
John803,johnson804,Other,2096162345,Casa Werner 2,CWA-0205A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,696af21c93186186e4bc1153,510007307
John804,johnson805,Female,2097159002,Casa Werner 1,CWA-0114B,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,67a6d715911bfe070bd9c458,510007306
John805,johnson806,Female,2096497199,Jessie Ballantyne Hall 2,JEB-0209A,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,6792ba7e302b5261a50c038c,510007305
John806,johnson807,Female,2098714936,Casa Werner 2,CWA-0210B,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,67fde8a5751dc5074f0bc997,510007304
John807,johnson808,Female,2096160281,Casa Werner 2,CWA-0204A,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,66217786903adfc26ea63f41,510007303
John808,johnson809,Female,2098840619,Grace Covell Hall 1,GCH-0116A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,696adbf45b62a2a5e49474c3,510007302
John809,johnson810,Male,2097415576,Farley House 3,FAR-0310A,,,,,,,,,,,,,Farley House 3,Session 1,Housing,696aceef93186186e4bc0c37,510007300
John810,johnson811,Male,2094306683,Grace Covell Hall 3,GCH-0379A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,6744db0a5668a8af2580f9a4,510007298
John811,johnson812,Female,2098895632,Casa Werner 2,CWA-0203B,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,6780796c4b279d059e367aee,510007297
John812,johnson813,Female,2096899293,Casa Werner 2,CWA-0202B,,,,,,,,,,,,,Casa Werner 2,Session 1,Housing,69699a742045dab44f6cca2e,510007295
John813,johnson814,Female,2094691133,Casa Werner 1,CWA-0118B,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,6441cdc8952dbbec956cff10,510007294
John814,johnson815,Male,2094718017,Farley House 3,FAR-0305A,,,,,,,,,,,,,Farley House 3,Session 1,Housing,67fdfa986035d096ced21275,510007289
John815,johnson816,Male,2095076677,Farley House 3,FAR-0304A,,,,,,,,,,,,,Farley House 3,Session 1,Housing,696a7a0993186186e4bbff19,510007287
John816,johnson817,Male,2096412913,Farley House 3,FAR-0304B,,,,,,,,,,,,,Farley House 3,Session 1,Housing,696a79be93186186e4bbff02,510007286
John817,johnson818,Male,2099921730,Farley House 3,FAR-0303A,,,,,,,,,,,,,Farley House 3,Session 1,Housing,696a769793186186e4bbfe2c,510007285
John818,johnson819,Female,9252505829,Grace Covell Hall 2,GCH-0258A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,696a750e5b62a2a5e4945d5a,510007283
John819,johnson820,Female,2096351722,Casa Jackson 3,CJK-0305B,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,696a73955b62a2a5e4945cff,510007282
John820,johnson821,Female,2096190114,Casa Werner 1,CWA-0117B,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,6760f14afd5dd026deb0e619,510007281
John821,johnson822,Other,4087750054,John Ballantyne Hall 2,JOB-0213A,,,,,,,,,,,,,John Ballantyne Hall 2,Session 1,Housing,65f4bb56b82eb57f0c5f0653,510007280
John822,johnson823,Male,209-684-4081,Farley House 2,FAR-0204B,,,,,,,,,,,,,Farley House 2,Session 1,Housing,67663997b211d6b161f6abba,510007279
John823,johnson824,Male,2095640970,Farley House 3,FAR-0302B,,,,,,,,,,,,,Farley House 3,Session 1,Housing,663e770ce208c7ab0aaead27,510007278
John824,johnson825,Male,2095392063,Farley House 3,FAR-0302A,,,,,,,,,,,,,Farley House 3,Session 1,Housing,675cee3c4b219bf17a5c89d6,510007277
John825,johnson826,Female,2096891183,Casa Werner 1,CWA-0116A,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,6969d9e76c752f79f1372a55,510007270
John826,johnson827,Female,2096236441,Casa Werner 1,CWA-0116B,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,6969d50f597f4285448533d2,510007268
John827,johnson828,Female,2098714341,Casa Werner 1,CWA-0115A,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,6969d020597f428544853388,510007267
John828,johnson829,Female,2094531254,Casa Werner 1,CWA-0114A,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,67a6cd67423eb7e35139961e,510007265
John829,johnson830,Female,8314986247,Ritter House 3,RIT-0304A,,,,,,,,,,,,,Ritter House 3,Session 1,Housing,6969ca79ab42624fb6dfa0ee,510007264
John830,johnson831,Male,2096877729,Grace Covell Hall 3,GCH-0360B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,6969ca412045dab44f6cd489,510007263
John831,johnson832,Female,4155337106,Casa Werner 1,CWA-0113B,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,6969c9b7ab42624fb6dfa0c8,510007262
John832,johnson833,Female,2094147453,Casa Werner 1,CWA-0112A,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,6969c3fdab42624fb6df9fae,510007258
John833,johnson834,Female,2092987010,Grace Covell Hall 2,GCH-0223A,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6969c3092045dab44f6cd289,510007257
John834,johnson835,Female,2098715033,Casa Werner 1,CWA-0110A,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,681aba08443aa03435ed5209,510007255
John835,johnson836,Female,2094965211,Casa Jackson 2,CJK-0203A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,6969c135230656ffd166e4a8,510007253
John836,johnson837,Male,2099548644,Farley House 2,FAR-0214B,,,,,,,,,,,,,Farley House 2,Session 1,Housing,6969bce4230656ffd166e3b3,510007251
John837,johnson838,Female,2095945860,Casa Jackson 2,CJK-0203B,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,6969ba75ab42624fb6df9dc0,510007249
John838,johnson839,Female,3502170825,Casa Jackson 2,CJK-0202A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,6969b6012045dab44f6cd0a2,510007248
John839,johnson840,Male,2094052866,Grace Covell Hall 3,GCH-0377B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,6969b909ab42624fb6df9d73,510007247
John840,johnson841,Female,2099211187,Casa Jackson 2,CJK-0216B,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,65c32e4e6123a34929cd25c6,510007246
John841,johnson842,Female,2096236880,Casa Jackson 2,CJK-0213B,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,6446ed7a147990476b6ab0ff,510007243
John842,johnson843,Female,2096393866,Casa Jackson 1,CJK-0114A,,,,,,,,,,,,,Casa Jackson 1,Session 1,Housing,63881411ae65b42c4e50a27e,510007242
John843,johnson844,Male,2094792519,Wemyss Hall 2,WEM-0212A,,,,,,,,,,,,,Wemyss Hall 2,Session 1,Housing,6969b3db2045dab44f6cd056,510007241
John844,johnson845,Female,2092983240,Casa Jackson 3,CJK-0316A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,6768c911c76f64f0e6088d9a,510007238
John845,johnson846,Male,2099229823,Farley House 1,FAR-0110B,,,,,,,,,,,,,Farley House 1,Session 1,Housing,663d7eed3122c84e90921c2f,510007235
John846,johnson847,Male,2095073230,Farley House 2,FAR-0213A,,,,,,,,,,,,,Farley House 2,Session 1,Housing,6969ad682045dab44f6ccf87,510007234
John847,johnson848,Female,2097679493,Casa Jackson 3,CJK-0315A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,6969ad302045dab44f6ccf6e,510007233
John848,johnson849,Female,2095134672,Grace Covell Hall 1,GCH-0186B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,645072dbda6f69f05a3b7e8d,510007231
John849,johnson850,Male,2096850256,Farley House 2,FAR-0212B,,,,,,,,,,,,,Farley House 2,Session 1,Housing,6969a7fb230656ffd166dfff,510007230
John850,johnson851,Female,2092905525,Casa Jackson 3,CJK-0314A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,6969a72d2045dab44f6ccdf6,510007229
John851,johnson852,Male,2097023266,Farley House 2,FAR-0211B,,,,,,,,,,,,,Farley House 2,Session 1,Housing,67fdd27ffc44e8341898feca,510007228
John852,johnson853,Female,2096874388,Jessie Ballantyne Hall 3,JEB-0308A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,6969a6712045dab44f6ccd9e,510007227
John853,johnson854,Male,2096842841,Farley House 2,FAR-0210B,,,,,,,,,,,,,Farley House 2,Session 1,Housing,6969a60d230656ffd166df83,510007226
John854,johnson855,Male,2096706942,Farley House 2,FAR-0208B,,,,,,,,,,,,,Farley House 2,Session 1,Housing,67929d04cd3a61f56eff0da3,510007223
John855,johnson856,Male,5106774987,Farley House 2,FAR-0204A,,,,,,,,,,,,,Farley House 2,Session 1,Housing,6966feec19080f30ccc1dbc4,510007222
John856,johnson857,Female,2093669129,Casa Jackson 3,CJK-0313A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,6969a2e3ab42624fb6df9a0f,510007220
John857,johnson858,Female,2092290527,Casa Jackson 3,CJK-0310B,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,6969a0a82045dab44f6ccb8e,510007219
John858,johnson859,Female,2094148545,Casa Jackson 3,CJK-0303B,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,681bb3c8361c3b4cf846828b,510007218
John859,johnson860,Female,2094148700,Jessie Ballantyne Hall 2,JEB-0215C,,,,,,,,,,,,,Jessie Ballantyne Hall 2,Session 1,Housing,645dbb15737cba8c11ad62a7,510007217
John860,johnson861,Male,2094711932,Farley House 2,FAR-0203B,,,,,,,,,,,,,Farley House 2,Session 1,Housing,6451b045da45236cf120e861,510007215
John861,johnson862,Female,2096369954,Casa Jackson 2,CJK-0211B,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,69699cd9ab42624fb6df9838,510007214
John862,johnson863,Female,3502286657,Casa Jackson 3,CJK-0310A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,69699da7ab42624fb6df98e7,510007213
John863,johnson864,Female,2098176433,Casa Jackson 2,CJK-0215B,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,6443712a3544e1c9ba3d7f65,510007212
John864,johnson865,Female,9253299700,Casa Jackson 3,CJK-0305A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,69699ce3ab42624fb6df984d,510007211
John865,johnson866,Female,9253364817,Casa Jackson 3,CJK-0304A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,69699b042045dab44f6cca45,510007210
John866,johnson867,Female,2094306801,Grace Covell Hall 2,GCH-0295B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,6802e3e0d359bcf452cff36d,510007207
John867,johnson868,Male,2094239030,Grace Covell Hall 3,GCH-0374B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,69699983ab42624fb6df96d1,510007205
John868,johnson869,Female,2094266485,Casa Jackson 3,CJK-0303A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,6451766fda45236cf120d5a9,510007204
John869,johnson870,Female,2094691811,Casa Jackson 3,CJK-0308B,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,6476ddb2c146d72d9f1d70d3,510007202
John870,johnson871,Female,2097921004,Casa Jackson 3,CJK-0302A,,,,,,,,,,,,,Casa Jackson 3,Session 1,Housing,67677861c76f64f0e60881c8,510007201
John871,johnson872,Male,2096730405,Farley House 2,FAR-0203A,,,,,,,,,,,,,Farley House 2,Session 1,Housing,6969984e230656ffd166dbb7,510007200
John872,johnson873,Female,2095618091,Casa Jackson 2,CJK-0215A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,6969971d230656ffd166db80,510007198
John873,johnson874,Female,2096492447,Casa Jackson 2,CJK-0214A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,673455b7bc1f7fade7af0538,510007196
John874,johnson875,Female,2099101048,Jessie Ballantyne Hall 3,JEB-0315A,,,,,,,,,,,,,Jessie Ballantyne Hall 3,Session 1,Housing,696996352045dab44f6cc8d0,510007195
John875,johnson876,Male,2092143078,Farley House 2,FAR-0202B,,,,,,,,,,,,,Farley House 2,Session 1,Housing,696996093f09d6941bcaf79b,510007194
John876,johnson877,Male,2092796963,Wemyss Hall 3,WEM-0313B,,,,,,,,,,,,,Wemyss Hall 3,Session 1,Housing,68099e92b17363ec57a8ad2a,510007193
John877,johnson878,Female,2098189442,Casa Jackson 1,CJK-0115A,,,,,,,,,,,,,Casa Jackson 1,Session 1,Housing,69699512ab42624fb6df9613,510007191
John878,johnson879,Male,2094057177,Farley House 1,FAR-0114A,,,,,,,,,,,,,Farley House 1,Session 1,Housing,696994bdab42624fb6df95d8,510007190
John879,johnson880,Female,9254991517,Casa Jackson 2,CJK-0213A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,67fdd7bdfc44e8341898ff54,510007189
John880,johnson881,Female,2095984616,Casa Jackson 2,CJK-0212A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,65e918e83c6311c0bada6467,510007187
John881,johnson882,Other,2094148098,Grace Covell Hall 1,GCH-0105A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,6441c30acc34dfb2a1704777,510007186
John882,johnson883,Female,2097921440,Casa Jackson 2,CJK-0211A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,6944b3f9e2080b15ccab3f29,510007184
John883,johnson884,Female,2099051141,Grace Covell Hall 2,GCH-0221B,,,,,,,,,,,,,Grace Covell Hall 2,Session 1,Housing,696992c4ab42624fb6df9561,510007182
John884,johnson885,Female,2097158407,Casa Jackson 2,CJK-0210A,,,,,,,,,,,,,Casa Jackson 2,Session 1,Housing,65c118fd7706656aa6264a8e,510007181
John885,johnson886,Male,5104917258,Grace Covell Hall 3,GCH-0334A,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,661864d34a478a5c125798fb,510007179
John886,johnson887,Female,2096897563,Casa Jackson 1,CJK-0116B,,,,,,,,,,,,,Casa Jackson 1,Session 1,Housing,67c117c56f647f06c9c25727,510007178
John887,johnson888,Male,4085024484,Farley House 1,FAR-0113B,,,,,,,,,,,,,Farley House 1,Session 1,Housing,660b348acf13be9e939a5e11,510007176
John888,johnson889,Female,2094795270,Casa Jackson 1,CJK-0116A,,,,,,,,,,,,,Casa Jackson 1,Session 1,Housing,69570ed5b778c59083f50c14,510007175
John889,johnson890,Female,3502173001,Casa Jackson 1,CJK-0115B,,,,,,,,,,,,,Casa Jackson 1,Session 1,Housing,6905be41ce04348a9d480279,510007173
John890,johnson891,Male,2096361061,Farley House 1,FAR-0112A,,,,,,,,,,,,,Farley House 1,Session 1,Housing,695f37febb0671e9299e67ee,510007170
John891,johnson892,Male,2099050404,Grace Covell Hall 3,GCH-0370B,,,,,,,,,,,,,Grace Covell Hall 3,Session 1,Housing,695f4856bb0671e9299e6943,510007038
John892,johnson893,Male,2094302191,Farley House 1,FAR-0111A,,,,,,,,,,,,,Farley House 1,Session 1,Housing,673fc7798278765cc2ab4cd9,510007036
John893,johnson894,Male,2093736383,Farley House 1,FAR-0110A,,,,,,,,,,,,,Farley House 1,Session 1,Housing,695d88abd66371440e7f37fe,510007035
John894,johnson895,Female,2093244396,Casa Werner 1,CWA-0111A,,,,,,,,,,,,,Casa Werner 1,Session 1,Housing,695c75437f2014b741cf6626,510007034
John895,johnson896,Female,6283588726,Grace Covell Hall 1,GCH-0181B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,694c566b9636284f31fd1ae2,510007031
John896,johnson897,Female,2093704490,Grace Covell Hall 1,GCH-0185B,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,690aefe2fa31b41c52b997f2,510007009
John897,johnson898,Male,,Grace Covell Hall 1,GCH-0101A,,,,,,,,,,,,,Grace Covell Hall 1,Session 1,Housing,6938854e7f60f1c88619dfc9,510007025
John898,johnson899,Female,,,,2096797810,John3,johnson4,,Mother,English ,John3,johnson4,Father,2096796919,English,510008546,Healthcare Professions,Session 1,Manteca USD Sponsored,69cc6d04bc64d3303e52c2f2,510008546
John899,johnson900,Female,,,,2092036282,John3,johnson4,,Mother,English,John3,johnson4,Father,2092986462,Spanish,510007330,Taking Control of Your Financial Future,Session 1,Stockton USD Sponsored,696c186bf0129e917306f238,510007330
